chrom,donor,acceptor,intron_length,read_count
chr3,47912776,47913406,630,7
chr3,47919013,47956306,37293,6
chr3,47956429,47957440,1011,5
chr3,48481722,48481812,90,14
chr3,48481868,48481950,82,15
chr3,48482038,48485255,3217,16
chr3,48576743,48577129,386,7
chr3,48577204,48581012,3808,6
chr3,48641864,48642083,219,6
chr3,48732851,48754589,21738,5
chr3,49064319,49064392,73,6
chr3,49068077,49069615,1538,6
chr3,49139332,49139637,305,5
chr3,49151526,49151606,80,5
chr3,49397815,49399928,2113,10
chr3,49400059,49405860,5801,12
chr3,49405981,49412866,6885,14
chr3,50097179,50098388,1209,7
chr3,50106197,50107887,1690,6
chr3,50107985,50112633,4648,7
chr3,50150977,50151382,405,7
chr3,50151532,50151612,80,7
chr3,50153040,50153338,298,5
chr3,52028142,52029057,915,7
chr3,52029122,52029440,318,22
chr3,52029485,52029872,387,12
chr3,52446936,52448011,1075,5
chr3,52721399,52721517,118,9
chr3,52721631,52722124,493,10
chr3,52722208,52723089,881,7
chr3,52724720,52724960,240,14
chr3,52727823,52728052,229,14
chr3,52728119,52728208,89,14
chr3,53264637,53265372,735,5
chr3,53265566,53267171,1605,5
chr3,53267290,53268998,1708,5
chr3,57563114,57569624,6510,6
chr3,57569734,57570110,376,6
chr3,58088067,58089685,1618,6
chr3,58394728,58395258,530,7
chr3,58417520,58417603,83,11
chr3,63819875,63820829,954,6
chr3,63823738,63824047,309,10
chr3,63996440,63996553,113,6
chr3,69073331,69074710,1379,5
chr3,69088160,69088701,541,5
chr3,69129304,69129484,180,6
chr3,72427788,72428190,402,7
chr3,98299614,98300250,636,5
chr3,99879345,99881146,1801,5
chr3,99979915,99998492,18577,5
chr3,100014055,100014145,90,6
chr3,100014192,100015015,823,5
chr3,100015119,100016766,1647,6
chr3,101293123,101298633,5510,7
chr3,101298848,101304280,5432,7
chr3,101304355,101309058,4703,21
chr3,101309114,101311470,2356,20
chr3,101400059,101401272,1213,16
chr3,101401336,101401614,278,55
chr3,101401751,101404661,2910,43
chr3,101404772,101405325,553,32
chr3,101405401,101405515,114,91
chr3,112260731,112262903,2172,5
chr3,113441819,113442268,449,7
chr3,120320104,120321054,950,8
chr3,121547819,121553237,5418,6
chr3,121553326,121553812,486,8
chr3,123634565,123649948,15383,5
chr3,123650081,123650154,73,15
chr3,123652602,123663695,11093,5
chr3,123663837,123665649,1812,19
chr3,123667632,123667742,110,6
chr3,125176209,125179614,3405,7
chr3,127819587,127820401,814,7
chr3,128344855,128345575,720,7
chr3,128356948,128363761,6813,6
chr3,128363826,128369382,5556,12
chr3,128514263,128516785,2522,5
chr3,128516912,128525214,8302,5
chr3,128849479,128852916,3437,9
chr3,128890120,128890288,168,7
chr3,128993819,128994036,217,9
chr3,133293959,133302845,8886,6
chr3,133305566,133306002,436,5
chr3,133305566,133306739,1173,6
chr3,133372368,133374133,1765,5
chr3,133374330,133375519,1189,5
chr3,133377994,133379887,1893,11
chr3,135969400,135974697,5297,5
chr3,138256189,138289159,32970,7
chr3,138289340,138289875,535,6
chr3,138290198,138291700,1502,5
chr3,138375116,138376531,1415,5
chr3,138453646,138456548,2902,6
chr3,138456728,138461399,4671,5
chr3,139067166,139069020,1854,5
chr3,139069164,139069818,654,6
chr3,139076800,139077041,241,10
chr3,139077113,139077585,472,8
chr3,139077654,139077839,185,10
chr3,139078020,139078111,91,5
chr3,139080137,139081248,1111,11
chr3,139081359,139085409,4050,5
chr3,139085617,139085856,239,5
chr3,139085987,139086986,999,12
chr3,139088209,139088297,88,8
chr3,140692847,140695101,2254,7
chr3,141626116,141632493,6377,7
chr3,141634862,141640818,5956,10
chr3,141697524,141712379,14855,6
chr3,142084208,142089326,5118,9
chr3,142137723,142139857,2134,5
chr3,142145683,142151502,5819,8
chr3,142286996,142297487,10491,6
chr3,142733251,142735098,1847,5
chr3,142735213,142735683,470,16
chr3,142738878,142739440,562,12
chr3,142740397,142741338,941,6
chr3,142747488,142751625,4137,24
chr3,142752192,142753729,1537,5
chr3,142757045,142757735,690,5
chr3,142757802,142761958,4156,10
chr3,142762118,142769780,7662,6
chr3,142769891,142772517,2626,11
chr3,142772636,142773784,1148,20
chr3,142773961,142775153,1192,8
chr3,148757016,148757367,351,8
chr3,148757480,148757817,337,10
chr3,148757943,148759276,1333,7
chr3,148760077,148763866,3789,9
chr3,148764046,148765814,1768,8
chr3,148766788,148768018,1230,5
chr3,148773187,148777504,4317,9
chr3,148778474,148778565,91,5
chr3,148778645,148781217,2572,13
chr3,148789230,148789369,139,8
chr3,148792135,148793667,1532,5
chr3,150262285,150263489,1204,5
chr3,150263565,150263838,273,5
chr3,150276249,150280328,4079,7
chr3,150290316,150293435,3119,10
chr3,150293549,150299404,5855,13
chr3,150299533,150300986,1453,8
chr3,150301052,150301632,580,7
chr3,152018156,152132729,114573,5
chr3,152174150,152177059,2909,7
chr3,152177134,152180173,3039,8
chr3,154011601,154013072,1471,5
chr3,154018485,154018775,290,7
chr3,154033952,154041962,8010,7
chr3,155621749,155623948,2199,14
chr3,155624052,155628480,4428,7
chr3,155629068,155632207,3139,10
chr3,155632359,155633807,1448,6
chr3,155633981,155637021,3040,6
chr3,155637127,155639975,2848,22
chr3,155640091,155643029,2938,21
chr3,155643155,155649553,6398,5
chr3,155649669,155652704,3035,7
chr3,156262228,156266693,4465,9
chr3,156266792,156271443,4651,8
chr3,156867174,156867273,99,13
chr3,156867385,156867624,239,14
chr3,158178792,158254880,76088,8
chr3,158254987,158261123,6136,6
chr3,160119881,160120463,582,9
chr3,160122292,160129707,7415,12
chr3,160129872,160130113,241,38
chr3,160130241,160131260,1019,13
chr3,160131401,160132154,753,16
chr3,160132305,160134038,1733,21
chr3,160134203,160135510,1307,45
chr3,160135744,160137145,1401,23
chr3,160137331,160138527,1196,18
chr3,160138689,160141212,2523,7
chr3,160141438,160141548,110,25
chr3,160141628,160142654,1026,20
chr3,160142807,160143861,1054,29
chr3,160143988,160146540,2552,11
chr3,160146730,160148386,1656,18
chr3,160148531,160148819,288,9
chr3,160148993,160149430,437,13
chr3,160149613,160150070,457,18
chr3,160150303,160150813,510,9
chr3,160150997,160151444,447,6
chr3,160248728,160249249,521,5
chr3,160945131,160951186,6055,8
chr3,160952643,160952909,266,5
chr3,160955979,160956517,538,7
chr3,160958951,160960295,1344,5
chr3,160968114,160968567,453,5
chr3,167405481,167413383,7902,10
chr3,167413510,167414796,1286,5
chr3,167422683,167437849,15166,5
chr3,167742382,167742715,333,5
chr3,169700699,169700948,249,9
chr3,169701041,169703592,2551,5
chr3,170079217,170099031,19814,5
chr3,170856168,170858187,2019,5
chr3,170879125,170884883,5758,7
chr3,172468647,172472298,3651,7
chr3,172468647,172469939,1292,5
chr3,176743312,176744160,848,5
chr3,176765337,176767784,2447,8
chr3,176767926,176768265,339,5
chr3,176768398,176769291,893,8
chr3,176771706,176782707,11001,5
chr3,178948164,178951881,3717,6
chr3,179291257,179292157,900,6
chr3,179298796,179298927,131,5
chr3,179304420,179305717,1297,5
chr3,179334832,179336202,1370,5
chr3,179336309,179341707,5398,15
chr3,180324391,180325435,1044,7
chr3,180630524,180651121,20597,5
chr3,180653019,180665652,12633,18
chr3,180665724,180666134,410,9
chr3,180666283,180666508,225,10
chr3,180666602,180667014,412,21
chr3,180667131,180669085,1954,5
chr3,180669256,180671549,2293,12
chr3,180671628,180675606,3978,9
chr3,180675716,180679255,3539,12
chr3,180686042,180687945,1903,6
chr3,182545997,182547459,1462,6
chr3,182590325,182591599,1274,7
chr3,182603798,182605373,1575,6
chr3,182605501,182607197,1696,7
chr3,182615194,182616394,1200,10
chr3,182665420,182679013,13593,6
chr3,182683541,182698274,14733,7
chr3,183361330,183368083,6753,5
chr3,183900036,183900544,508,5
chr3,184024283,184024538,255,8
chr3,184042135,184042665,530,12
chr3,184043161,184043267,106,10
chr3,184044771,184045003,232,5
chr3,184049394,184049515,121,6
chr3,185393219,185393578,359,7
chr3,185393701,185404844,11143,5
chr3,185636226,185637224,998,8
chr3,185639914,185641583,1669,6
chr3,186295589,186299159,3570,5
chr3,186299866,186300504,638,6
chr3,186300562,186301653,1091,6
chr3,186302378,186303132,754,7
chr3,186501428,186502220,792,9
chr3,186502266,186502352,86,5
chr3,186502890,186503671,781,16
chr3,186503840,186503952,112,10
chr3,186504434,186504915,481,23
chr3,186505053,186505283,230,5
chr3,186505373,186505591,218,10
chr3,186505671,186506913,1242,8
chr3,186510736,186512446,1710,6
chr3,187442866,187443286,420,5
chr3,191078948,191087707,8759,5
chr3,193332830,193333462,632,8
chr3,193363414,193363516,102,5
chr3,193380751,193382668,1917,7
chr3,193385069,193409851,24782,5
chr3,194126845,194132927,6082,11
chr3,194134568,194140607,6039,17
chr3,194146258,194147803,1545,6
chr3,194159701,194162039,2338,7
chr3,195780429,195781950,1521,16
chr3,195785236,195785444,208,12
chr3,195789516,195789724,208,5
chr3,195791299,195792313,1014,10
chr3,195792471,195794388,1917,7
chr3,195795001,195796325,1324,7
chr3,195799023,195800800,1777,7
chr3,196089558,196094898,5340,5
chr3,196095026,196096291,1265,7
chr3,196199643,196202101,2458,11
chr3,196210762,196214269,3507,8
chr3,196214449,196215477,1028,6
chr3,196215554,196229743,14189,5
chr3,196534785,196537460,2675,5
chr3,196539138,196539609,471,5
chr3,196554204,196555189,985,5
chr3,196786869,196792146,5277,6
chr3,196865262,196867010,1748,8
chr3,197340189,197342434,2245,7
chr3,197342556,197346610,4054,6
chr3,197483428,197495309,11881,5
chr3,197495458,197497002,1544,6
chr3,197497115,197500273,3158,5
chr3,197677092,197677806,714,11
chr3,197677849,197678029,180,21
chr3,197678182,197680873,2691,22
chr3,197681018,197682620,1602,10
chr3,197922911,197925816,2905,6
chr4,53385,59322,5937,11
chr4,59449,59950,501,12
chr4,60046,67731,7685,9
chr4,666308,667091,783,16
chr4,1345623,1346817,1194,8
chr4,1695440,1696500,1060,5
chr4,1701428,1701737,309,6
chr4,1701797,1705322,3525,5
chr4,1730514,1732613,2099,5
chr4,1742713,1746244,3531,6
chr4,1746351,1746438,87,14
chr4,1746559,1746674,115,8
chr4,1817529,1818453,924,9
chr4,1818641,1821064,2423,5
chr4,1932497,1936870,4373,8
chr4,1977127,1978201,1074,6
chr4,2916767,2927740,10973,12
chr4,2950135,2951660,1525,5
chr4,2954124,2955237,1113,8
chr4,4269750,4270256,506,12
chr4,4270342,4275309,4967,5
chr4,4275396,4276093,697,13
chr4,4281257,4281368,111,8
chr4,4281476,4283509,2033,11
chr4,4283624,4285347,1723,5
chr4,6642985,6643456,471,11
chr4,6710370,6710957,587,6
chr4,10080625,10082980,2355,5
chr4,13615285,13615819,534,5
chr4,17623322,17625223,1901,6
chr4,17814047,17814539,492,7
chr4,17814768,17816475,1707,5
chr4,17819711,17824605,4894,8
chr4,17824746,17825269,523,8
chr4,17827184,17829900,2716,9
chr4,17841832,17842229,397,11
chr4,17842316,17843932,1616,5
chr4,17844002,17844924,922,6
chr4,24529664,24531223,1559,6
chr4,24531393,24534486,3093,5
chr4,24544649,24550477,5828,9
chr4,24578301,24585945,7644,13
chr4,25385015,25390121,5106,7
chr4,26388013,26407796,19783,6
chr4,26432144,26432313,169,5
chr4,38691500,38696366,4866,6
chr4,39301758,39301879,121,5
chr4,39310652,39313064,2412,15
chr4,39318642,39322002,3360,5
chr4,39322289,39322906,617,10
chr4,39322994,39324959,1965,6
chr4,39344087,39347020,2933,7
chr4,39347096,39352967,5871,8
chr4,39455845,39456152,307,20
chr4,39456269,39456483,214,10
chr4,39456564,39458025,1461,22
chr4,39458158,39459205,1047,5
chr4,39459301,39459813,512,38
chr4,39459929,39460013,84,53
chr4,39460060,39460510,450,72
chr4,39700010,39739039,39029,12
chr4,39739133,39747371,8238,24
chr4,39747430,39757276,9846,17
chr4,39776553,39779301,2748,5
chr4,39779430,39779979,549,5
chr4,39839828,39843567,3739,5
chr4,39843676,39846275,2599,7
chr4,39874764,39875908,1144,6
chr4,39902127,39903966,1839,7
chr4,39905811,39910014,4203,7
chr4,39910160,39911863,1703,7
chr4,39915346,39918667,3321,5
chr4,39922019,39924241,2222,6
chr4,39924368,39927455,3087,7
chr4,39929784,39978059,48275,5
chr4,42020187,42022432,2245,5
chr4,42022532,42024854,2322,5
chr4,42037350,42041002,3652,8
chr4,42080342,42088098,7756,6
chr4,48165784,48169794,4010,6
chr4,48834699,48835417,718,5
chr4,48859382,48862741,3359,16
chr4,52777340,52779455,2115,5
chr4,54245431,54248444,3013,5
chr4,54248502,54249939,1437,6
chr4,54250043,54255975,5932,6
chr4,54324957,54325468,511,11
chr4,56283414,56283969,555,7
chr4,56290810,56291542,732,5
chr4,56461578,56465308,3730,22
chr4,56465348,56466688,1340,28
chr4,56466742,56471441,4699,24
chr4,56466742,56473464,6722,6
chr4,56471516,56473464,1948,19
chr4,56473515,56473603,88,10
chr4,56473633,56475286,1653,27
chr4,56475346,56482504,7158,7
chr4,56482552,56496568,14016,5
chr4,56496627,56502247,5620,8
chr4,56766050,56768509,2459,5
chr4,56768704,56770508,1804,6
chr4,57302494,57307828,5334,8
chr4,57308026,57312860,4834,9
chr4,57313039,57314583,1544,14
chr4,57314989,57316784,1795,10
chr4,57316868,57318037,1169,23
chr4,57318218,57319768,1550,6
chr4,57338009,57340219,2210,6
chr4,57344669,57344757,88,5
chr4,57357734,57361522,3788,15
chr4,57361560,57366701,5141,26
chr4,57366861,57367849,988,16
chr4,57861575,57865782,4207,6
chr4,57865947,57871411,5464,6
chr4,57871608,57871765,157,9
chr4,57876670,57876913,243,8
chr4,68358715,68359601,886,6
chr4,68380405,68383873,3468,5
chr4,68484850,68488548,3698,6
chr4,68500236,68501170,934,6
chr4,68512509,68514785,2276,5
chr4,69182166,69184236,2070,5
chr4,69198565,69199025,460,6
chr4,69203618,69204000,382,5
chr4,71691962,71693568,1606,6
chr4,71698167,71698834,667,5
chr4,71845008,71847696,2688,10
chr4,73981633,73984404,2771,5
chr4,76573925,76580249,6324,8
chr4,76678726,76691591,12865,8
chr4,76692077,76692234,157,5
chr4,76725425,76726292,867,14
chr4,76726456,76727638,1182,7
chr4,76731692,76733312,1620,11
chr4,77976533,77977114,581,6
chr4,77977255,77977401,146,5
chr4,77987558,77996624,9066,36
chr4,79754841,79763538,8697,7
chr4,79782622,79786710,4088,7
chr4,83275307,83276456,1149,27
chr4,83276554,83277948,1394,22
chr4,83277836,83277948,112,41
chr4,83278048,83278465,417,29
chr4,83278597,83279811,1214,25
chr4,83279973,83280623,650,16
chr4,83280792,83294598,13806,9
chr4,83280792,83292680,11888,7
chr4,83292737,83294598,1861,6
chr4,83346036,83347189,1153,10
chr4,83347282,83347615,333,25
chr4,83347786,83348342,556,23
chr4,83348457,83348585,128,19
chr4,83348717,83349170,453,14
chr4,83349599,83350400,801,7
chr4,83740406,83742189,1783,13
chr4,83748785,83750152,1367,5
chr4,83763634,83765538,1904,8
chr4,83770130,83772583,2453,8
chr4,83772757,83774722,1965,7
chr4,83795904,83796879,975,8
chr4,83802075,83803010,935,7
chr4,83803093,83812240,9147,7
chr4,83821376,83821486,110,7
chr4,84384055,84384646,591,17
chr4,88258518,88261641,3123,5
chr4,88370405,88372740,2335,5
chr4,95206220,95210623,4403,7
chr4,99273752,99300167,26415,5
chr4,99808343,99809039,696,12
chr4,99809103,99812387,3284,7
chr4,99812483,99823026,10543,5
chr4,99993592,99993723,131,5
chr4,100869680,100869967,287,5
chr4,103718617,103720563,1946,7
chr4,103720657,103722610,1953,5
chr4,103722716,103723717,1001,9
chr4,103730860,103730948,88,7
chr4,103747793,103748583,790,6
chr4,104027473,104029959,2486,8
chr4,104030246,104031984,1738,8
chr4,104032168,104035611,3443,12
chr4,104035709,104037733,2024,11
chr4,104037846,104041304,3458,5
chr4,104041490,104044027,2537,8
chr4,104044246,104053849,9603,7
chr4,104054053,104054851,798,5
chr4,104061571,104061970,399,15
chr4,104062261,104062906,645,7
chr4,104063065,104064404,1339,7
chr4,104064563,104065487,924,13
chr4,104065775,104066206,431,13
chr4,104066491,104066679,188,8
chr4,104066838,104066985,147,11
chr4,104067264,104068512,1248,9
chr4,104068803,104070000,1197,10
chr4,104070156,104070274,118,5
chr4,104070565,104072375,1810,7
chr4,104072534,104074203,1669,12
chr4,104074407,104079456,5049,8
chr4,104079615,104079770,155,8
chr4,104080043,104080166,123,7
chr4,104081936,104082242,306,6
chr4,104104048,104104357,309,8
chr4,104104445,104106966,2521,6
chr4,104115598,104115759,161,15
chr4,107249400,107252828,3428,24
chr4,109541756,109543106,1350,28
chr4,109543180,109543260,80,17
chr4,109543360,109543670,310,35
chr4,109543774,109546283,2509,33
chr4,110736960,110737308,348,7
chr4,110740216,110743502,3286,6
chr4,110743644,110745120,1476,11
chr4,110745189,110745573,384,21
chr4,113460845,113461018,173,5
chr4,113568283,113568354,71,6
chr4,113568990,113570690,1700,5
chr4,120219934,120221490,1556,5
chr4,122737602,122737926,324,9
chr4,122738841,122739198,357,7
chr4,122739332,122739954,622,19
chr4,122740068,122740526,458,5
chr4,122740734,122741696,962,8
chr4,122741920,122742133,213,10
chr4,122742246,122743557,1311,6
chr4,123176110,123176285,175,5
chr4,128818062,128819593,1531,6
chr4,128851972,128854139,2167,10
chr4,128996148,128998942,2794,5
chr4,129192568,129193516,948,12
chr4,129867307,129869650,2343,8
chr4,139144478,139153420,8942,6
chr4,139153536,139157478,3942,8
chr4,140046483,140058783,12300,5
chr4,140211246,140213683,2437,13
chr4,140258106,140262065,3959,7
chr4,140262223,140263979,1756,7
chr4,140264114,140265339,1225,9
chr4,140272440,140272658,218,5
chr4,140281049,140281653,604,14
chr4,140291558,140297518,5960,19
chr4,141300346,141300722,376,6
chr4,144387378,144390183,2805,6
chr4,144442748,144445519,2771,6
chr4,144447613,144449020,1407,6
chr4,144449176,144449735,559,7
chr4,144459864,144459938,74,5
chr4,144464810,144465005,195,11
chr4,144465125,144465889,764,7
chr4,144467200,144467928,728,5
chr4,144468061,144468537,476,13
chr4,144468656,144469080,424,7
chr4,144471257,144474271,3014,14
chr4,145032563,145035841,3278,12
chr4,145035920,145038006,2086,12
chr4,145038092,145039866,1774,6
chr4,145039905,145040838,933,7
chr4,145040934,145041642,708,7
chr4,146031392,146031526,134,7
chr4,146041305,146042325,1020,7
chr4,146042385,146042484,99,8
chr4,146044283,146044366,83,5
chr4,146044752,146046141,1389,5
chr4,146046253,146048677,2424,5
chr4,151753128,151765251,12123,7
chr4,151829619,151829811,192,10
chr4,152020866,152021636,770,22
chr4,152021740,152022126,386,8
chr4,152024231,152025328,1097,8
chr4,152025438,152025623,185,42
chr4,154276863,154279625,2762,6
chr4,154318485,154330122,11637,7
chr4,159636836,159638163,1327,6
chr4,164428297,164433973,5676,6
chr4,166254777,166258940,4163,7
chr4,166259089,166259803,714,5
chr4,169928907,169931098,2191,6
chr4,170482888,170482982,94,9
chr4,170483042,170483287,245,7
chr4,170523255,170523664,409,6
chr4,170601358,170608808,7450,6
chr4,170608908,170610193,1285,8
chr4,170653027,170658810,5783,5
chr4,170658898,170663107,4209,5
chr4,174253389,174253971,582,44
chr4,174254146,174254219,73,30
chr4,174254365,174254650,285,16
chr4,174254820,174255422,602,7
chr4,174294666,174295089,423,5
chr4,175225000,175225397,397,5
chr4,175232009,175237316,5307,5
chr4,177243394,177245331,1937,6
chr4,177248428,177249348,920,8
chr4,185616555,185618800,2245,5
chr4,185622035,185623242,1207,6
chr4,185623290,185623516,226,6
chr4,185623595,185631225,7630,14
chr4,185634167,185637550,3383,8
chr4,186321632,186324647,3015,5
chr4,190862226,190864356,2130,18
chr4,190864427,190873316,8889,8
chr4,190873442,190878552,5110,7
chr4,190878657,190881902,3245,15
chr4,190883087,190884247,1160,5
chr5,891402,891754,352,5
chr5,893205,894901,1696,5
chr5,1802488,1814452,11964,5
chr5,1814575,1815964,1389,7
chr5,6602613,6604250,1637,8
chr5,10258647,10260903,2256,9
chr5,10261857,10262592,735,12
chr5,10280744,10282308,1564,6
chr5,10391843,10394193,2350,15
chr5,10394255,10394864,609,8
chr5,10394897,10397404,2507,7
chr5,10397456,10400895,3439,17
